Date,Max EU price,Min EU price,Austria,Belgium,Bulgaria,Croatia,Czechia,Denmark,Estonia,Finland,France,Germany,Greece,Hungary,Ireland,Italy,Latvia,Lithuania,Luxembourg,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Grain,popup_date
2023-05-31,113.13,-0.45,79.13,64.26,89.25,86.51,84.91,53.68,32.86,-0.45,63.8,71.92,98.47,88.59,99.69,93.38,78.29,78.29,71.92,65.19,84.82,29.72,113.13,87.74,89.25,88.07,85.94,85.45,87.74,26.59,75.03,Daily (1 year),31 May 23 (Wed)
2023-06-01,95.09,5.25,73.65,72.31,76.62,76.44,74.83,68.21,75.45,5.25,71.49,73.09,76.62,76.38,,95.09,76.46,76.46,73.09,70.87,79.44,34.95,92.39,84.89,76.62,79.27,76.51,76.39,84.89,35.18,70.52,Daily (1 year),01 Jun 23 (Thu)
2023-06-01,118.3,43.43,94.9,93.17,84.97,94.34,95.73,92.22,91.54,43.43,91.28,94.84,91.6,96.68,,105.39,98.08,98.08,94.84,92.04,82.98,51.78,118.3,95.62,85.24,89.17,96.69,95.11,93.05,52.26,92.23,Monthly,Jun 23
2023-06-02,87.27,25.31,79.39,75.27,79.79,79.45,80.37,81.07,79.62,25.31,72.89,81.11,78.97,80.02,,81.86,80.14,80.14,81.11,79.01,73.63,42.61,85.97,87.27,79.79,76.37,80.17,79.19,87.27,34.4,72.23,Daily (1 year),02 Jun 23 (Fri)
2023-06-03,85.4,14.76,55.51,53.19,58.28,55.85,56.09,56.23,55.69,14.76,51.62,55.98,65.18,56.28,,75.21,55.69,55.69,55.98,54.91,61.99,32.58,80.22,85.4,56.22,54.15,56.37,55.65,79.35,21.11,53.03,Daily (1 year),03 Jun 23 (Sat)
2023-06-04,82.42,8.6,50.59,48.45,53.99,51.49,50.31,50.77,52.84,8.6,48.29,49.41,82.42,52.47,,60.28,52.84,52.84,49.41,44.28,39.64,32.11,63.03,77.61,51.83,45.86,52.18,50.96,67.5,16.28,40.04,Daily (1 year),04 Jun 23 (Sun)
2023-06-05,111.9,3.99,88.82,83.89,89.46,89.21,90.56,90.94,92.78,3.99,81.96,91.17,92.41,90.0,,96.45,92.78,92.78,91.17,81.48,6.93,40.93,111.9,86.66,89.46,86.08,90.19,88.89,86.4,19.0,83.38,Daily (1 year),05 Jun 23 (Mon)
2023-06-06,114.17,19.28,93.49,85.39,86.81,94.19,96.78,98.4,99.4,19.28,82.9,99.13,86.81,95.85,,90.96,99.4,99.4,99.13,81.6,91.81,46.17,114.17,86.29,86.81,95.18,95.72,93.95,86.29,31.8,87.74,Daily (1 year),06 Jun 23 (Tue)
2023-06-07,111.98,27.71,98.2,90.07,92.82,98.47,99.86,100.92,99.36,27.71,87.73,100.92,92.89,99.37,,94.64,100.68,100.68,100.92,89.06,85.25,52.34,111.98,88.15,93.76,92.16,99.6,98.08,88.16,39.28,93.32,Daily (1 year),07 Jun 23 (Wed)
2023-06-08,108.94,22.62,84.0,82.57,83.86,84.01,84.36,84.58,108.94,22.62,81.56,84.58,83.86,84.23,,90.24,108.94,108.94,84.58,82.63,68.12,49.77,89.0,81.19,83.86,82.93,84.28,83.94,81.19,34.11,80.46,Daily (1 year),08 Jun 23 (Thu)
2023-06-09,96.02,32.6,85.99,85.69,86.06,85.99,86.13,73.8,86.16,32.6,84.83,86.2,87.92,86.07,,92.52,86.16,86.16,86.2,85.86,78.71,49.44,96.02,81.56,86.06,83.81,86.1,85.95,81.56,37.73,84.63,Daily (1 year),09 Jun 23 (Fri)
2023-06-10,98.68,23.37,57.61,68.56,57.72,58.01,54.97,39.21,57.76,23.37,62.73,53.03,73.07,58.35,,98.68,57.76,57.76,53.03,53.39,59.05,37.72,72.95,82.4,57.72,56.24,57.5,57.78,80.78,23.9,59.59,Daily (1 year),10 Jun 23 (Sat)
2023-06-11,94.28,2.24,45.44,54.62,46.51,46.28,44.8,39.31,46.02,2.24,50.28,43.1,79.35,46.07,,94.28,46.02,46.02,43.1,46.66,48.44,28.45,48.66,79.71,46.51,48.94,46.11,46.09,67.19,15.78,45.99,Daily (1 year),11 Jun 23 (Sun)
2023-06-12,105.86,16.4,97.17,101.08,89.21,96.35,96.69,95.03,99.03,16.4,98.73,96.09,84.16,96.94,,102.41,99.03,99.03,96.09,93.12,73.31,51.09,105.86,94.53,90.4,92.78,96.79,96.76,94.53,41.19,99.04,Daily (1 year),12 Jun 23 (Mon)
2023-06-13,136.12,44.65,95.06,92.65,95.89,95.79,93.75,90.57,109.28,44.65,93.26,90.57,95.6,95.87,,105.53,109.28,109.28,90.57,87.21,96.25,55.31,136.12,89.0,95.89,95.18,95.81,95.76,89.0,55.16,96.01,Daily (1 year),13 Jun 23 (Tue)
2023-06-14,118.04,60.45,105.19,101.27,104.36,106.11,106.46,103.98,112.39,64.97,100.48,103.98,100.42,107.57,,109.41,112.39,112.39,103.98,101.59,97.17,60.45,118.04,87.11,105.39,99.22,108.16,105.71,85.57,71.53,99.99,Daily (1 year),14 Jun 23 (Wed)
2023-06-15,132.16,63.4,119.16,116.32,104.79,116.5,120.75,121.89,132.16,63.4,113.88,121.89,102.63,120.15,,113.95,132.16,132.16,121.89,117.86,108.29,66.0,130.41,106.51,109.52,109.89,120.0,117.43,106.51,73.18,113.6,Daily (1 year),15 Jun 23 (Thu)
2023-06-16,140.79,63.03,127.04,127.89,108.3,124.36,127.71,127.76,97.39,63.03,127.29,127.76,108.3,128.26,,121.11,129.79,129.79,127.76,127.27,108.03,67.1,140.79,122.83,112.67,105.34,127.93,126.65,122.61,73.77,119.9,Daily (1 year),16 Jun 23 (Fri)
2023-06-17,130.95,50.75,104.07,103.59,100.32,103.36,104.26,104.26,95.55,50.75,103.17,104.26,101.99,104.36,,105.75,104.34,104.34,104.26,104.19,90.95,60.94,130.95,98.49,100.32,93.71,104.31,103.87,96.74,59.44,98.66,Daily (1 year),17 Jun 23 (Sat)
2023-06-18,120.0,46.47,90.28,88.83,58.72,89.68,90.66,90.81,91.4,46.47,87.69,90.81,62.6,90.93,,102.82,95.45,95.45,90.81,90.66,82.45,58.26,120.0,86.79,58.72,78.88,90.35,90.28,84.9,53.52,90.92,Daily (1 year),18 Jun 23 (Sun)
2023-06-19,146.61,59.45,117.61,116.61,59.45,107.98,118.88,118.53,91.15,78.09,114.77,118.56,91.33,121.32,,124.97,95.2,95.2,118.56,118.32,94.02,66.72,146.61,108.02,59.45,109.65,120.12,115.04,108.02,84.71,120.29,Daily (1 year),19 Jun 23 (Mon)
2023-06-20,147.99,56.25,120.79,120.8,56.25,111.08,121.32,121.09,101.26,61.43,119.95,121.09,75.61,122.96,,119.21,120.89,120.89,121.09,119.86,102.33,67.95,147.99,111.81,56.25,97.22,122.06,119.45,111.81,71.36,121.53,Daily (1 year),20 Jun 23 (Tue)
2023-06-21,160.58,57.25,124.67,125.69,103.56,121.09,124.86,123.84,103.56,57.25,124.46,124.55,103.16,126.0,,130.55,120.53,120.53,124.55,122.61,98.73,67.69,160.58,118.76,103.56,78.86,125.22,123.75,118.76,66.7,126.09,Daily (1 year),21 Jun 23 (Wed)
2023-06-22,169.42,44.88,122.9,122.97,82.35,118.86,123.89,123.1,112.65,44.88,122.13,123.32,83.59,125.28,,128.6,120.69,120.69,123.32,122.87,95.99,63.09,169.42,121.61,82.35,119.23,124.39,122.1,121.39,55.94,124.91,Daily (1 year),22 Jun 23 (Thu)
2023-06-23,144.67,10.77,111.11,107.67,100.22,111.64,112.41,105.73,57.64,10.77,108.14,107.58,103.3,116.44,,120.48,124.74,124.74,107.58,107.4,75.58,53.87,144.67,110.09,100.22,99.66,117.45,112.3,109.47,24.75,107.93,Daily (1 year),23 Jun 23 (Fri)
2023-06-24,133.34,26.28,80.82,78.87,79.99,80.69,81.7,82.11,62.23,26.28,76.03,82.11,97.74,81.37,,113.02,77.5,77.5,82.11,81.58,86.01,42.3,133.34,94.52,79.99,84.82,81.5,80.67,83.33,31.15,85.91,Daily (1 year),24 Jun 23 (Sat)
2023-06-25,117.72,38.2,73.25,67.53,72.84,73.05,74.69,75.09,63.39,39.22,61.88,75.22,97.98,74.02,,96.87,63.39,63.39,75.22,74.27,71.09,38.2,117.72,96.19,72.84,71.33,74.42,72.76,69.42,42.92,70.38,Daily (1 year),25 Jun 23 (Sun)
2023-06-26,158.38,54.09,100.58,95.27,95.71,107.99,107.49,84.91,122.67,79.9,91.41,96.96,100.23,111.83,,116.24,122.67,122.67,96.96,91.15,89.68,54.09,158.38,96.65,95.71,97.97,113.61,107.81,94.45,77.24,93.28,Daily (1 year),26 Jun 23 (Mon)
2023-06-27,120.79,55.85,103.0,104.04,87.93,103.32,102.94,79.94,107.75,81.66,102.9,100.85,96.67,105.06,,119.45,108.09,108.09,100.85,100.9,104.96,55.85,120.79,99.67,87.93,109.74,105.17,104.07,99.67,82.14,104.42,Daily (1 year),27 Jun 23 (Tue)
2023-06-28,128.44,60.74,113.31,110.67,107.19,112.85,114.03,113.54,114.51,110.3,108.05,114.22,112.92,114.12,,120.46,114.52,114.52,114.22,113.92,107.15,60.74,128.44,105.51,107.19,109.46,114.19,112.98,105.51,110.64,109.52,Daily (1 year),28 Jun 23 (Wed)
2023-06-29,127.52,60.99,117.16,112.7,117.31,117.35,117.76,117.64,117.93,107.77,109.96,117.64,118.09,118.07,,121.06,117.93,117.93,117.64,115.07,107.15,60.99,127.52,103.37,117.31,112.27,118.42,116.96,103.37,109.32,110.02,Daily (1 year),29 Jun 23 (Thu)
2023-06-30,145.0,55.79,111.21,100.6,112.76,112.84,112.46,103.4,100.16,70.0,97.95,110.01,112.13,114.82,,119.64,116.95,116.95,110.01,101.62,107.15,55.79,145.0,96.01,112.76,108.88,116.19,112.06,96.01,74.61,103.66,Daily (1 year),30 Jun 23 (Fri)
2023-07-01,117.59,28.73,62.24,40.87,64.82,63.26,62.18,46.44,53.92,28.73,35.39,58.12,98.46,64.75,,102.95,53.92,53.92,58.12,50.21,67.47,34.68,117.59,88.08,64.82,61.36,65.81,62.39,59.83,29.47,58.74,Daily (1 year),01 Jul 23 (Sat)
2023-07-01,115.73,32.71,84.72,75.29,96.65,92.31,86.93,64.78,79.35,32.93,77.62,77.48,112.63,94.86,,112.07,83.63,83.63,77.48,71.69,104.13,35.87,115.73,93.79,96.75,95.32,90.96,90.21,90.46,32.71,82.42,Monthly,Jul 23
2023-07-02,110.39,-85.27,-13.58,1.4,26.84,-0.83,37.95,-37.62,5.88,4.68,2.55,-50.13,72.25,3.37,,110.39,5.88,5.88,-50.13,-85.27,37.81,6.48,43.54,88.63,26.84,36.96,27.58,-3.11,50.92,4.19,0.59,Daily (1 year),02 Jul 23 (Sun)
2023-07-03,116.73,30.03,84.47,61.28,102.79,100.14,99.16,32.54,31.18,30.03,70.5,56.04,115.4,102.38,,115.83,31.18,31.18,56.04,54.77,87.18,33.04,92.29,116.73,102.79,84.6,101.5,99.11,116.73,30.03,87.22,Daily (1 year),03 Jul 23 (Mon)
2023-07-04,134.84,42.44,108.65,102.48,114.97,116.74,108.26,63.83,73.15,42.44,97.66,87.52,114.89,115.04,,134.84,73.15,73.15,87.52,89.16,107.06,47.56,111.56,112.05,114.97,112.97,107.62,117.29,112.04,43.69,97.27,Daily (1 year),04 Jul 23 (Tue)
2023-07-05,131.07,47.83,96.14,75.1,107.09,103.14,93.92,59.7,80.01,47.83,79.14,67.34,108.54,104.65,,115.54,93.96,93.96,67.34,68.86,106.37,49.04,131.07,107.36,107.09,98.84,103.1,101.7,107.36,49.36,93.86,Daily (1 year),05 Jul 23 (Wed)
2023-07-06,132.93,54.98,108.54,105.97,109.99,108.95,109.14,81.85,101.7,55.99,104.81,108.97,109.99,109.23,,116.88,101.7,101.7,108.97,104.7,110.15,54.98,132.93,111.78,109.99,111.69,109.6,108.67,111.78,55.99,105.48,Daily (1 year),06 Jul 23 (Thu)
2023-07-07,122.98,57.83,100.0,95.41,99.7,99.97,101.3,97.6,86.03,62.46,92.21,101.91,107.27,100.73,,121.01,88.53,88.53,101.91,96.88,101.88,57.83,122.98,101.22,99.7,104.19,101.01,99.72,101.22,62.46,98.06,Daily (1 year),07 Jul 23 (Fri)
2023-07-08,106.22,48.83,83.02,82.61,76.21,82.13,83.19,83.12,58.93,48.83,82.31,82.97,102.86,83.66,,106.22,58.93,58.93,82.97,81.14,75.23,50.52,99.97,91.86,76.21,73.2,83.23,82.72,88.89,48.83,78.58,Daily (1 year),08 Jul 23 (Sat)
2023-07-09,105.13,53.7,89.49,88.75,59.68,90.01,89.47,89.43,60.08,55.66,88.5,89.47,98.08,89.74,,105.13,60.08,60.08,89.47,89.45,79.01,53.7,93.81,92.15,59.68,83.43,89.23,89.7,90.87,55.66,83.52,Daily (1 year),09 Jul 23 (Sun)
2023-07-10,130.12,56.33,119.35,113.59,121.64,121.83,118.5,112.95,107.61,67.97,116.44,115.06,121.7,121.37,,127.94,116.81,116.81,115.06,112.66,108.85,56.33,130.12,110.62,121.64,116.15,121.21,122.27,110.62,68.42,110.92,Daily (1 year),10 Jul 23 (Mon)
2023-07-11,132.64,51.0,112.14,94.1,119.23,118.49,110.26,95.9,104.95,53.14,102.02,103.85,121.39,118.63,,122.94,115.13,115.13,103.85,94.72,114.07,51.0,132.64,104.38,119.23,124.64,115.98,118.33,104.38,57.66,110.33,Daily (1 year),11 Jul 23 (Tue)
2023-07-12,138.44,42.07,110.04,78.6,118.92,115.7,126.28,76.03,99.06,43.72,98.19,88.03,122.85,119.14,,118.89,108.47,108.47,88.03,75.04,112.29,42.07,138.44,100.74,118.92,116.31,115.67,113.92,100.74,44.12,100.19,Daily (1 year),12 Jul 23 (Wed)
2023-07-13,141.2,45.01,105.89,93.56,112.91,111.44,108.58,83.32,110.85,45.01,100.48,97.51,113.92,112.21,,111.75,110.85,110.85,97.51,91.64,112.22,45.48,141.2,103.67,112.91,116.57,112.1,110.85,103.67,46.47,103.06,Daily (1 year),13 Jul 23 (Thu)
2023-07-14,127.05,42.55,92.89,80.5,95.95,94.15,94.36,92.66,99.0,42.55,77.77,93.98,118.81,95.88,,102.8,99.0,99.0,93.98,81.84,106.62,44.75,127.05,87.05,95.95,101.8,95.62,93.18,86.61,42.55,90.7,Daily (1 year),14 Jul 23 (Fri)
2023-07-15,107.74,16.43,31.31,28.43,41.22,36.83,29.85,28.88,29.37,16.43,27.89,31.28,107.74,42.26,,105.25,29.4,29.4,31.28,30.39,91.1,18.94,100.38,66.74,41.14,58.56,32.79,34.73,60.69,16.43,52.04,Daily (1 year),15 Jul 23 (Sat)
2023-07-16,107.57,-9.4,45.77,14.76,57.17,48.21,30.69,4.14,32.7,-9.4,21.98,20.15,100.81,58.73,,107.57,39.7,39.7,20.15,13.8,70.8,0.15,69.21,60.17,56.72,42.51,44.35,44.39,60.17,-9.4,35.99,Daily (1 year),16 Jul 23 (Sun)
2023-07-17,135.97,5.49,101.19,69.99,116.58,110.73,102.84,21.78,70.89,5.49,81.66,81.29,115.65,116.56,,117.18,107.63,107.63,81.29,59.93,101.76,15.51,135.97,88.64,116.58,104.82,114.13,107.91,88.64,5.49,88.15,Daily (1 year),17 Jul 23 (Mon)
2023-07-18,120.42,17.99,109.26,99.93,117.18,115.16,108.33,75.39,82.5,17.99,104.28,107.0,117.74,115.25,,120.42,83.52,83.52,107.0,99.12,117.11,29.41,116.96,97.37,118.49,114.72,111.5,114.68,97.34,20.05,98.98,Daily (1 year),18 Jul 23 (Tue)
2023-07-19,139.46,30.04,98.53,89.73,127.97,124.43,103.16,96.36,97.39,30.04,88.32,96.62,127.08,126.34,,128.75,112.58,112.58,96.62,94.42,117.0,32.8,139.46,94.53,127.97,119.79,115.57,122.57,94.53,30.14,97.74,Daily (1 year),19 Jul 23 (Wed)
2023-07-20,136.2,27.39,99.65,94.63,135.44,114.61,97.5,62.89,103.51,27.39,96.01,96.89,136.2,120.73,,119.93,104.55,104.55,96.89,94.45,117.0,28.39,130.26,93.66,135.44,120.9,105.77,109.07,93.66,27.39,94.82,Daily (1 year),20 Jul 23 (Thu)
2023-07-21,141.29,27.2,106.39,91.75,136.25,121.09,105.84,95.2,93.48,27.2,89.62,104.15,141.29,125.52,,114.17,115.83,115.83,104.15,94.77,117.0,32.01,137.15,93.31,136.25,122.95,113.76,116.59,93.28,27.2,95.23,Daily (1 year),21 Jul 23 (Fri)
2023-07-22,121.1,23.24,75.71,73.51,101.76,92.52,71.23,74.4,74.49,23.24,72.76,75.52,121.1,96.96,,107.91,74.49,74.49,75.52,76.65,117.0,30.9,91.6,92.47,103.8,93.56,77.82,82.75,91.76,23.24,76.19,Daily (1 year),22 Jul 23 (Sat)
2023-07-23,117.0,14.36,32.28,29.16,65.27,55.19,27.57,24.17,40.59,14.36,31.49,30.11,114.97,59.22,,106.21,40.59,40.59,30.11,29.63,117.0,17.28,89.19,64.36,65.27,81.17,34.02,43.27,61.73,14.53,41.18,Daily (1 year),23 Jul 23 (Sun)
2023-07-24,132.47,27.67,93.08,88.58,113.03,105.01,96.58,62.48,116.12,27.67,87.5,92.0,118.56,106.71,,116.37,116.12,116.12,92.0,91.03,117.0,34.42,132.47,89.69,113.08,109.46,105.23,103.02,89.69,27.67,88.11,Daily (1 year),24 Jul 23 (Mon)
2023-07-25,136.04,25.88,102.91,93.88,108.23,105.67,104.62,55.14,113.14,25.88,93.03,104.35,126.92,107.8,,116.55,113.14,113.14,104.35,83.28,117.0,32.5,136.04,91.12,108.32,111.28,107.26,104.77,91.12,25.88,94.16,Daily (1 year),25 Jul 23 (Tue)
2023-07-26,128.63,29.94,95.57,95.16,111.32,104.3,97.96,62.28,123.33,29.94,97.28,94.99,115.84,108.27,,105.13,123.33,123.33,94.99,93.56,117.0,36.67,128.63,102.55,111.32,100.82,106.09,102.04,102.55,29.94,96.27,Daily (1 year),26 Jul 23 (Wed)
2023-07-27,126.44,33.3,93.49,89.48,96.65,95.43,94.8,91.84,102.9,33.3,88.38,93.38,116.33,96.52,,112.72,102.9,102.9,93.38,92.07,117.0,41.37,126.44,98.72,96.65,104.33,97.14,94.9,98.72,33.3,94.48,Daily (1 year),27 Jul 23 (Thu)
2023-07-28,127.37,32.22,94.95,94.74,106.08,100.89,96.89,97.04,103.73,32.22,93.99,97.14,114.8,105.55,,107.41,103.73,103.73,97.14,95.7,117.0,40.09,127.37,97.63,106.08,101.83,101.26,98.99,97.63,32.44,92.86,Daily (1 year),28 Jul 23 (Fri)
2023-07-29,117.0,19.27,76.57,72.21,81.82,78.9,75.97,75.08,73.01,19.27,74.33,75.08,95.85,81.53,,94.78,73.01,73.01,75.08,72.61,117.0,32.81,111.72,91.94,81.82,77.91,79.69,77.79,80.1,19.41,79.21,Daily (1 year),29 Jul 23 (Sat)
2023-07-30,117.0,18.91,37.31,23.27,51.26,46.47,34.37,33.92,49.36,18.91,39.59,29.76,87.58,54.14,,80.6,53.44,53.44,29.76,23.82,117.0,22.98,73.75,79.04,51.26,59.31,48.27,44.61,67.72,18.91,40.14,Daily (1 year),30 Jul 23 (Sun)
2023-07-31,125.82,32.56,73.04,70.49,98.19,81.21,73.94,69.28,80.97,51.93,70.03,71.61,106.76,77.93,,100.2,80.97,80.97,71.61,71.45,117.0,38.22,125.82,89.32,98.19,88.13,75.77,77.76,89.32,32.56,71.05,Daily (1 year),31 Jul 23 (Mon)
2023-08-01,117.26,29.78,82.74,76.41,95.5,91.37,85.24,79.15,73.35,29.78,77.8,81.1,103.88,93.9,,100.41,100.15,100.15,81.1,78.23,97.71,37.73,117.26,87.26,95.5,91.49,92.54,90.17,86.27,30.45,80.18,Daily (1 year),01 Aug 23 (Tue)
2023-08-01,111.97,28.87,92.78,92.05,101.39,96.17,92.51,86.19,94.49,66.42,90.96,94.41,109.33,100.47,,111.97,102.6,102.6,94.41,91.42,98.19,28.87,107.06,97.91,101.69,96.84,94.5,94.76,96.09,30.6,94.53,Monthly,Aug 23
2023-08-02,108.65,22.07,61.69,54.02,74.0,65.74,62.16,61.88,64.43,22.07,51.98,62.56,108.19,65.71,,108.65,64.43,64.43,62.56,62.04,89.67,32.83,91.36,76.78,74.0,77.86,62.39,63.61,75.28,29.78,71.43,Daily (1 year),02 Aug 23 (Wed)
2023-08-03,123.4,21.4,57.04,52.11,98.79,72.45,52.14,44.44,40.49,21.4,52.23,51.44,123.4,72.84,,111.24,40.49,40.49,51.44,54.08,77.04,26.52,66.04,65.42,98.79,68.56,50.08,66.05,64.8,24.49,64.57,Daily (1 year),03 Aug 23 (Thu)
2023-08-04,122.61,8.04,94.2,93.51,112.31,104.91,98.59,61.41,74.36,19.86,93.44,99.53,122.61,109.42,,106.7,74.36,74.36,99.53,95.58,8.04,29.63,113.23,70.78,112.31,98.43,103.47,102.4,67.84,23.44,86.7,Daily (1 year),04 Aug 23 (Fri)
2023-08-05,101.65,14.87,85.78,76.09,89.17,87.17,88.67,89.35,73.26,14.87,71.65,89.5,100.02,88.19,,98.94,84.83,84.83,89.5,87.68,94.29,30.16,101.65,80.98,89.17,82.69,88.17,86.49,65.88,14.87,78.71,Daily (1 year),05 Aug 23 (Sat)
2023-08-06,84.04,9.93,40.97,27.18,47.85,44.91,48.72,52.54,32.1,9.93,24.54,54.78,76.39,48.29,,81.62,39.11,39.11,54.78,51.46,84.04,23.8,72.74,54.32,47.85,49.15,46.59,43.99,28.47,9.93,51.67,Daily (1 year),06 Aug 23 (Sun)
2023-08-07,105.11,-0.02,17.02,65.87,66.73,49.1,22.84,3.1,30.02,-0.02,70.91,14.76,105.11,68.98,,92.74,34.82,34.82,14.76,37.89,81.88,5.46,66.33,86.44,66.73,50.94,42.79,44.23,77.78,-0.02,70.04,Daily (1 year),07 Aug 23 (Mon)
2023-08-08,96.49,-4.99,24.78,81.97,43.91,34.32,23.58,-4.99,16.46,-4.58,69.21,18.82,84.17,35.05,,85.0,16.46,16.46,18.82,36.51,65.88,-3.26,44.71,96.49,43.91,56.68,28.2,32.05,96.49,-4.58,73.42,Daily (1 year),08 Aug 23 (Tue)
2023-08-09,105.89,3.27,90.63,88.03,90.93,90.98,90.62,12.86,85.43,5.09,93.38,89.86,94.14,90.97,,99.5,85.43,85.43,89.86,72.78,91.29,7.02,105.89,100.53,90.93,90.89,90.79,91.0,100.53,3.27,87.82,Daily (1 year),09 Aug 23 (Wed)
2023-08-10,118.43,15.64,89.97,88.01,92.13,90.55,93.67,63.1,99.38,15.64,95.52,103.4,97.39,90.41,,99.67,99.38,99.38,103.4,84.87,98.33,23.49,118.43,105.32,92.13,97.3,90.16,90.2,105.32,15.65,95.71,Daily (1 year),10 Aug 23 (Thu)
2023-08-11,112.89,17.64,88.31,91.94,80.02,79.12,87.95,99.78,104.64,17.64,95.62,99.78,79.92,80.89,,106.91,104.64,104.64,99.78,93.26,94.13,29.44,112.89,112.61,80.02,85.18,81.82,78.67,112.61,17.77,97.62,Daily (1 year),11 Aug 23 (Fri)
2023-08-12,97.24,11.58,72.79,78.85,58.83,57.45,64.74,79.0,66.45,11.58,79.04,79.01,58.48,58.6,,89.89,66.45,66.45,79.01,78.69,63.75,24.78,85.51,97.24,58.83,56.08,60.33,57.09,97.24,11.58,74.92,Daily (1 year),12 Aug 23 (Sat)
2023-08-13,100.54,13.28,61.33,64.57,53.8,56.38,59.69,65.61,46.66,13.28,65.61,65.75,53.73,56.51,,100.54,46.66,46.66,65.75,64.44,55.63,24.15,76.23,73.93,53.8,54.74,57.26,55.71,73.36,13.28,63.33,Daily (1 year),13 Aug 23 (Sun)
2023-08-14,106.46,28.58,96.44,91.98,88.84,89.32,95.36,103.56,74.68,37.03,88.97,103.56,95.59,91.1,,106.46,84.26,84.26,103.56,97.34,88.54,34.48,100.84,97.92,88.84,79.65,91.81,89.14,97.92,28.58,98.37,Daily (1 year),14 Aug 23 (Mon)
2023-08-15,105.62,23.92,86.77,88.28,76.7,79.38,84.86,92.62,52.86,29.62,87.2,94.06,90.26,79.87,,105.62,61.1,61.1,94.06,92.35,96.96,33.88,78.55,94.58,76.7,85.11,80.66,79.9,94.58,23.92,87.5,Daily (1 year),15 Aug 23 (Tue)
2023-08-16,114.53,13.99,109.65,104.8,91.49,106.81,110.39,108.13,22.25,13.99,104.44,110.77,88.29,110.81,,110.71,113.01,113.01,110.77,107.28,105.71,31.97,114.53,107.32,91.49,101.43,110.51,108.36,107.32,23.54,105.76,Daily (1 year),16 Aug 23 (Wed)
2023-08-17,164.79,18.71,109.27,102.59,102.73,107.67,110.62,111.43,29.91,18.71,100.9,111.51,102.88,110.57,,111.71,164.79,164.79,111.51,106.88,109.04,32.73,116.91,114.49,102.73,88.6,110.7,108.45,114.49,22.96,106.5,Daily (1 year),17 Aug 23 (Thu)
2023-08-18,142.05,21.36,107.68,98.92,106.53,106.21,108.08,93.48,128.1,124.04,94.66,108.5,107.33,108.48,,112.3,142.05,142.05,108.5,105.32,102.63,33.0,115.85,107.31,106.53,98.21,108.44,105.82,107.31,21.36,100.76,Daily (1 year),18 Aug 23 (Fri)
2023-08-19,128.87,15.37,84.49,76.08,86.43,85.08,85.68,58.35,128.87,117.12,70.55,86.02,92.34,87.0,,102.32,128.87,128.87,86.02,82.1,91.67,22.6,105.5,110.71,86.43,86.68,86.21,84.32,110.71,15.37,83.19,Daily (1 year),19 Aug 23 (Sat)
2023-08-20,124.06,27.62,89.69,89.91,86.15,89.07,89.75,89.67,124.06,107.52,89.75,89.67,86.57,89.98,,94.98,124.06,124.06,89.67,89.25,93.13,29.11,97.72,112.31,86.15,91.78,89.85,89.5,112.31,27.62,82.48,Daily (1 year),20 Aug 23 (Sun)
2023-08-21,243.94,28.04,121.1,119.7,111.65,118.57,121.32,118.08,243.94,243.94,114.68,121.32,111.65,122.62,,120.58,203.57,203.57,121.32,117.97,121.79,33.65,125.56,118.19,111.65,112.0,121.61,118.68,118.19,28.04,115.33,Daily (1 year),21 Aug 23 (Mon)
2023-08-22,169.65,28.95,124.31,121.55,131.76,130.57,125.38,123.15,169.65,168.21,119.44,123.9,132.04,132.04,,139.73,141.04,141.04,123.9,120.93,120.63,34.62,134.21,121.41,131.76,124.36,128.09,129.58,121.41,28.95,121.51,Daily (1 year),22 Aug 23 (Tue)
2023-08-23,158.31,28.0,151.26,148.02,155.62,157.61,150.94,147.48,146.35,146.35,147.66,147.48,154.9,154.46,,158.31,143.46,143.46,147.48,145.25,138.54,36.26,140.66,134.89,155.62,145.94,153.08,157.59,134.89,28.0,136.97,Daily (1 year),23 Aug 23 (Wed)
2023-08-24,164.23,37.44,143.01,142.36,164.2,157.12,143.84,144.56,152.38,150.54,141.66,144.56,163.22,159.28,,161.35,148.6,148.6,144.56,135.69,117.42,37.44,144.95,130.2,164.23,161.05,149.71,154.76,130.2,75.43,142.68,Daily (1 year),24 Aug 23 (Thu)
2023-08-25,167.99,33.76,123.79,112.92,160.26,145.13,111.31,116.78,146.08,143.67,111.58,116.78,163.72,165.37,,143.13,146.08,146.08,116.78,115.86,122.33,33.76,137.04,111.51,167.99,150.5,126.04,135.12,111.51,62.28,118.52,Daily (1 year),25 Aug 23 (Fri)
2023-08-26,132.57,19.31,102.94,96.83,120.14,111.68,94.88,94.99,109.77,89.1,97.59,95.96,123.29,125.32,,124.39,109.77,109.77,95.96,92.56,122.33,30.21,113.36,101.08,120.14,132.57,100.8,108.31,101.08,19.31,98.79,Daily (1 year),26 Aug 23 (Sat)
2023-08-27,122.33,29.82,99.35,91.01,106.15,104.32,97.89,101.11,104.24,72.6,88.84,101.11,114.9,110.97,,116.81,104.24,104.24,101.11,92.93,122.33,29.82,109.51,51.75,106.81,116.76,101.47,102.01,51.75,32.05,95.29,Daily (1 year),27 Aug 23 (Sun)
